summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
202368718,1055310,2011-01-29 21:00:00,,Correctional Facility Officer Is Found Asphyxiated,"ASPHYXIATED,WORKPLACE VIOLENCE",,,,,,9223,X,,,2016-02-08 01:00:05.963944
201128998,0950613,2012-02-04 10:20:00,,Employee Is Injured in Fall from Balcony,"ELBOW,FALL PROTECTION,INDUSTRIAL TRUCK,FRACTURE,PELVIS,FALL,UNGUARDED",B,5,20,C,A,1751,,,,2016-02-08 01:00:05.963944
200264174,0627100,2011-06-08 12:00:00,,Worker Killed Under Falling Equipment,"FALLING OBJECT,STRUCK AGAINST,STRUCK BY,CRUSHED,CONVEYOR,CONVEYOR BELT,CLEANING",,,,,,8641,X,,,2016-02-08 01:00:05.963944
202657946,0950643,2013-05-29 21:00:00,,Employee Injures Fingers in Slicer Machine,"CLEANING,SLICER,ROTATING KNIFE,BLADE,STRUCK BY,FINGER,LACERATION,AMPUTATED",,,,,,0723,,,,2016-02-08 01:00:05.963944
202479259,0950644,2013-03-07 15:15:00,,Machine Operator Amputates One Finger and Fractures Three,"MACHINE OPERATOR,MAINTENANCE,JAMMED,NIP POINT,CHAIN,SPROCKET,CAUGHT BETWEEN,FINGER,AMPUTATED,FRACTURE",,,,,,2676,,,,2016-02-08 01:00:05.963944
201615341,1054113,2012-12-06 21:30:00,,Employee Gets Fingers Smashed by Bander Machine,"FINGER,AMPUTATED,CAUGHT BY",,,,,,2421,,,,2016-02-08 01:00:05.963944
170784409,0950621,2012-08-07 12:45:00,,Employee Gets Hand Caught in a Lathe,"HAND,CAUGHT BETWEEN,FRACTURE,ARM,SHAFT",,,,,,0119,,,,2016-02-08 01:00:05.963944
202658365,0950643,2013-09-28 08:45:00,,"Employee Falls from Ladder, Fractures Back","MIGRANT FARM WORKER,FALL,LADDER,FRACTURE,BACK",,,,,,0139,,,,2016-02-08 01:00:05.963944
202633608,0950633,2011-02-03 22:15:00,,Worker Amputates Finger in Rollers of Printing Press,"PRINTING,PRINTING PRESS,LOST BALANCE,CAUGHT BETWEEN,NIP POINT,ROLLER--MACH/PART,FINGER,AMPUTATED",,,,,,2759,,,,2016-02-08 01:00:05.963944
200998524,0551800,2011-01-25 17:00:00,,Employee Is Killed When Caught Between Aerial Lift and Beam,"CAUGHT BETWEEN,CHEST,BEAM,AERIAL LIFT,CONSTRUCTION,CRUSHED,LACERATION,LIVER",D,,,E,C,1742,X,,,2016-02-08 01:00:05.963944
316344878,0950644,2012-07-11 08:30:00,,Employee Severs Fingertip in Wood Crafting Accident,"AMPUTATED,FINGER,GUARD,WOOD SHAPER",,,,,,2511,,,,2016-02-08 01:00:05.963944
200203693,0418200,2011-07-27 10:30:00,,Employee Is Killed in Fall from Roof,"CONSTRUCTION,ROOF,FALL,FALL PROTECTION,ROOF DECKING,HEAD,FRACTURE,ROOF OPENING,SKULL",D,1,57,F,A,1791,X,,,2016-02-08 01:00:05.963944
201186343,0950611,2012-07-25 10:49:00,,Worker Partially Amputates Finger on Fan Pulley,"CLEANING,FAN,FAN BELT,PULLEY,NIP POINT,AMPUTATED,FINGER,EMERGENCY RESPONSE,BLOOD CLOT",,,,,,7349,,,,2016-02-08 01:00:05.963944
202676060,0950621,2014-01-08 16:17:00,,Demolition Worker's Foot Is Fractured by Falling Steel,"CONSTRUCTION,DEMOLITION,INDUSTRIAL TRUCK,SCRAP METAL,SLING,LACERATION,FALLING OBJECT,STRUCK BY,FRACTURE,FOOT",C,1,,B,D,1795,,,,2016-02-08 01:00:05.963944
202545729,0950641,2013-09-23 10:30:00,,Employee Fractures Legs in Fall from Ladder,"EXTENSION LADDER,PAINTER,FALL,FRACTURE,LEG",A,2,,A,C,1721,,,,2016-02-08 01:00:05.963944
202634283,0950633,2011-10-13 09:30:00,,Employee Is Hospitalized for Severe Heat Exhaustion,"HEAT EXHAUSTION,HEAT STROKE,HEAT,VOMIT",P,,,D,A,1731,,,,2016-02-08 01:00:05.963944
200452845,0418600,2011-06-10 06:45:00,,Employee Dies after Falling from Boom Truck,"CONSTRUCTION,CRANE,BOOM TRUCK,FALL,UNGUARDED,FALL PROTECTION",,,,,,5211,X,,,2016-02-08 01:00:05.963944
202675062,0950621,2013-04-30 09:40:00,,Employee Burns Hands and Arm When Contacts Battery Rack,"ELECTRICIAN,BATTERY,VOLTAGE BACKFEED,HAND,ARM,BURN",,,,,,7389,,,,2016-02-08 01:00:05.963944
201408580,0552651,2012-10-12 11:10:00,,"Employee Is Struck by Automobile and Is Dragged, Later Dies","AUTOMOBILE,CEMENTING,VEHICLE IN GEAR,STRUCK BY,DRAGGED,UNCONSCIOUSNESS,CONCRETE",I,,,B,C,1771,X,,,2016-02-08 01:00:05.963944
202471140,0950643,2012-02-07 15:30:00,,Employee's Foot Is Injured by Falling Door,"FOOT,LEG,LOADING,CHAIN,FALLING OBJECT",I,,,A,E,1629,,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202561775,0950411,2013-06-30 16:42:00,,Nineteen Employees Killed in Fire,"FIRE,HIGH WIND,FIREFIGHTER,BURN",,,,,,9224,X,,,2016-02-08 01:00:05.963944
201078409,0950632,2012-10-30 04:45:00,,Employee's Fractures Leg When Acrylic Glass Panel Collapses,"ACRYLIC MONOMER,PANEL,INSTALLING,INDUSTRIAL TRUCK,COLLAPSE,STRUCK BY,LEG,FRACTURE",,,,,,3089,,,,2016-02-08 01:00:05.963944
202685707,0352430,2013-04-27 14:10:00,,Employee Falls from Roof and Is Killed,"CONSTRUCTION,ROOF,LOST BALANCE,FALL,FALL PROTECTION",A,2,18,B,A,1751,X,,,2016-02-08 01:00:05.963944
200998938,0551800,2011-06-20 13:19:00,,Employee Dies of Heart Attack,"HEART,HEART ATTACK,CARDIAC ARREST,CARDIOVASC SYSTEM",,,,,,5039,X,,,2016-02-08 01:00:05.963944
200999878,0551800,2013-08-26 06:45:00,,Employee Is Struck and Killed by Tractor Trailer,"TRACTOR TRAILER,STRUCK BY",,,,,,2891,X,,,2016-02-08 01:00:05.963944
202544953,0950641,2012-11-21 18:45:00,,Suspended Load Amputates Worker Finger When Sling Slips,"CRANE,SUSPENDED LOAD,SLING,STRUCK BY,AMPUTATED,FINGER",,,,,,4911,,,,2016-02-08 01:00:05.963944
201694544,0950662,2012-08-28 09:05:00,,Dock Worker Hosptialized When Struck by Backing Trailer,"BACKING UP,STRUCK BY,STRUCK AGAINST,TRACTOR TRAILER,DOCK,DOCK WORKER,FRACTURE,RIB,CRUSHED",,,,,,5141,,,,2016-02-08 01:00:05.963944
200074789,0453720,2011-08-13 08:00:00,,Employee's Fingers Are Amputated by Press,"PRESS,PRESS OPERATOR,POINT OF OPERATION,FINGER,AMPUTATED,CAUGHT BETWEEN,GUARD,EQUIPMENT FAILURE",,,,,,3433,,,,2016-02-08 01:00:05.963944
201077963,0950632,2011-11-21 17:00:00,,Employee Is Injured in Fall from Ladder,"FALL,LADDER,STEPLADDER,UNSTABLE POSITION,LOST BALANCE,HEAD,CONCUSSION,SPINE,BACK",,,,,,7011,,,,2016-02-08 01:00:05.963944
202493623,0950621,2012-08-15 07:30:00,,Employee Crushes Fingertip on Lumber Planer,"MACHINE--MISC,MECHANIC,ROLLER--MACH/PART,CRUSHED,FINGER,AMPUTATED",,,,,,2541,,,,2016-02-08 01:00:05.963944
201077948,0950632,2012-04-11 13:30:00,,Employee Struck by Metal Shard from Metal Tool,"STRUCK BY,HEALTH CARE FACILITY,PRESS,ABDOMEN,LACERATION",,,,,,3312,,,,2016-02-08 01:00:05.963944
202614285,1054111,2012-02-29 09:00:00,,Employee Is Injured When Struck by Motor Part,"MOTOR VEHICLE,GEAR,FALL,STRUCK BY,SEVERED,FOREARM,WRIST,LACERATION",,,,,,3679,,,,2016-02-08 01:00:05.963944
200981298,0855610,2013-04-10 08:50:00,,Employee Falls from Mobile Home Wall and Is Killed,"PLUMBING,FALL,MOBILE HOME,WALL,PPE,LOST BALANCE,FALL PROTECTION",,,,,,2451,X,,,2016-02-08 01:00:05.963944
201942992,0951510,2011-10-03 10:42:00,,"Employee Falls Off Roof, Later Dies","CONSTRUCTION,FALL,ROOF",A,2,21,B,A,1521,X,,,2016-02-08 01:00:05.963944
202478509,0950644,2011-11-12 18:00:00,,"Employee's Fingers Are Caught in Nip Point, Later Amputated","AMPUTATED,FINGER,HAND,BLADE,ROTATING PARTS,UNGUARDED,NIP POINT,POINT OF OPERATION",,,,,,2099,,,,2016-02-08 01:00:05.963944
200359412,0453710,2011-06-07 17:55:00,,Employee Is Killed in Manhole from Suffocation,"MANHOLE,OXYGEN DEFICIENCY",I,,,F,A,1623,X,,,2016-02-08 01:00:05.963944
200359412,0453710,2011-06-07 17:55:00,,Employee Is Killed in Manhole from Suffocation,"MANHOLE,OXYGEN DEFICIENCY",I,,,F,A,1623,X,,,2016-02-08 01:00:05.963944
202657516,0950643,2013-03-01 12:25:00,,Employee Is Injured in Fall Through Drop Ceiling,"FALL,SUSPENDED CEILING,FINGER,LEG,SHOULDER,WORK SURFACE",,,,,,9531,,,,2016-02-08 01:00:05.963944
201345741,0729700,2011-02-07 23:15:00,,Employee's Fingers Are Amputated When Forklift Rolls Over,"INDUSTRIAL TRUCK,ROLL-OVER,STORAGE AREA,LIGHTING,POOR VISIBILITY,ROPS,AMPUTATED,FINGER,CRUSHED",,,,,,3523,,,,2016-02-08 01:00:05.963944
202654067,0950612,2012-12-17 10:53:00,,Employee Struck by Pool Filter Suffers Facial Fractures,"FACE,HEAD,FRACTURE,HIGH PRESSURE,POOL,RING,COVER,BOLT,STRUCK BY,BRAIN",,,,,,8999,,,,2016-02-08 01:00:05.963944
202542734,0950641,2011-02-12 08:45:00,,Employee Fractures Ankle in Fall from Golf Cart,"FALL,FRACTURE,ANKLE,LOST BALANCE,GOLF CART,WORK SURFACE",,,,,,5812,,,,2016-02-08 01:00:05.963944
202530424,0950635,2010-09-27 09:00:00,,Machinist's Finger Is Amputated by Machine,"MACHINE OPERATOR,FINGER,AMPUTATED",,,,,,3721,,,,2016-02-08 01:00:05.963944
200626588,0454711,2012-07-19 09:00:00,,Employee Is Killed in Fall from Roof,"CONSTRUCTION,ROOF,FALL,FALL PROTECTION,CLEANING",A,1,,A,C,1761,X,,,2016-02-08 01:00:05.963944
202544094,0950641,2012-07-24 07:30:00,,Employee's Back Is Broke in Fall from Basket of Man Lift,"PAINTER,ELEVATOR,COVER,ROLL-OVER,CRUSHED,FALL,FRACTURE,BACK",C,3,36,A,B,1721,,,,2016-02-08 01:00:05.963944
201078631,0950632,2012-12-19 07:15:00,,"Drywall Falls on Employee's Leg, Fracturing It","THERMAL INSULATION,CART,LOST CONTROL,UNSTABLE LOAD,STRUCK BY,FRACTURE,LEG",C,3,,A,B,1742,,,,2016-02-08 01:00:05.963944
202673208,0950633,2012-12-28 18:00:00,,"Employee Falls from Tire Rack, Sustains Unspecified Fracture","AUTOMOBILE,FALL,FRACTURE,STORAGE RACK,UNCONSCIOUSNESS,HEAD,LOSS OF BLOOD,EYE",,,,,,5531,,,,2016-02-08 01:00:05.963944
202657854,0950643,2013-04-11 15:00:00,,"Employee Falls from Roof, Fractures Ribs","PAINT,FALL,FRACTURE,RIB,LACERATION,HEAD,PAINTER,SLIP",H,1,10,A,C,1721,,,,2016-02-08 01:00:05.963944
202543732,0950641,2011-10-29 05:03:00,,Employee's Ribs Are Fractured in Fall,"FALL,FRACTURE,RIB,ASPHALT,STUCK,LOST BALANCE,HEART",,,,,,7381,,,,2016-02-08 01:00:05.963944
202634861,0950612,2011-09-26 15:02:00,,Painterfractures Ankle in Fall from Ladder,"FALL,LADDER,PAINTER,ROOF,FRACTURE,ANKLE",B,2,,A,C,1721,,,,2016-02-08 01:00:05.963944
170784672,0950621,2013-07-18 15:30:00,,"Employee Collaspes While Sweeping Warehouse, Pronounced Dead","WAREHOUSE,SWEEPER,COLLAPSE",,,,,,8322,X,,,2016-02-08 01:00:05.963944
201079019,0950632,2013-05-06 12:07:00,,Worker Is Seriously Injured in Fall from Roof,"CONSTRUCTION,CARPENTER,ROOF,FALL,FALL PROTECTION,RIB,FRACTURE,SLIPPERY SURFACE,TRIPPED,SLIP",A,2,20,D,A,1751,,,,2016-02-08 01:00:05.963944
202656864,0950643,2012-06-28 13:00:00,,Employee Amputates Finger When Hand Caught by Drill Press,"AMPUTATED,FINGER,HAND,DRILL PRESS,MACHINE OPERATOR,GLOVE",,,,,,3499,,,,2016-02-08 01:00:05.963944
202626750,0352430,2012-07-16 08:15:00,,Sprinkler Installer Is Injured in Fall from Ladder,"CONSTRUCTION,LADDER,FALL,FALL PROTECTION,LOST BALANCE,UNSECURED,BACK,LEG,NECK,CONTUSION",H,1,25,D,B,1711,,,,2016-02-08 01:00:05.963944
200375996,0454510,2012-03-06 09:59:00,,Employee Dies in Pug Mill Accident,"AUGER,PINNED,LACERATION,HEALTH CARE FACILITY",,,,,,2951,X,,,2016-02-08 01:00:05.963944
201925567,0626700,2011-11-12 08:35:00,,"Employee Falls from Elevated Work Platform, Later Dies","BEAM,WRENCH,BOLT,ELEVATED WORK PLAT,HAND,FALL,FALL PROTECTION,UNSTABLE POSITION,LOST BALANCE",H,1,13,C,A,1791,X,,,2016-02-08 01:00:05.963944
200375822,0454510,2011-12-05 10:30:00,,Employee Is Killed When Struck by Vehicle,"VEHICLE,TRUCK,STRUCK BY,WORK RULES,PPE,PROTECTIVE CLOTHING,SAW,OBSTRUCTED VIEW",,,,,,9199,X,,,2016-02-08 01:00:05.963944
202556593,0950631,2013-07-13 11:15:00,,Employee's Hand Is Lacerated by Chainsaw,"PORTABLE POWER TOOL,TREE TRIMMING,TREE PRUNER,SAW,HAND,STRUCK BY,LACERATION",,,,,,0783,,,,2016-02-08 01:00:05.963944
202718540,0950633,2013-11-11 13:15:00,,Employee Amputates Finger in Meat Bandsaw,"AMPUTATED,FINGER,MEAT SLICING MACHINE,BANDSAW,POINT OF OPERATION,UNGUARDED,UNTRAINED,ROTATING KNIFE,JAMMED,BLADE",,,,,,5411,,,,2016-02-08 01:00:05.963944
202457289,0950642,2011-04-05 10:45:00,,Employee's Finger Is Amputated in Meat Packing Machine,"MACHINE OPERATOR,FINGER,DIE,CLEANING,HAND,SEAL,UNGUARDED,LOCKOUT",,,,,,2013,,,,2016-02-08 01:00:05.963944
200375442,0454510,2011-02-11 12:30:00,,Employee Is Injured When Struck by Mini Excavator,"STRUCK BY,CONSTRUCTION,EXCAVATOR,FRACTURE,LEG",D,,,E,A,1731,,,,2016-02-08 01:00:05.963944
202544128,0950641,2012-05-18 21:40:00,,Employee Fractures Leg When Truck Falls Over,"TRUCK,FRACTURE,LEG,TRAILER TRUCK,LOAD SHIFT,OVERTURN",,,,,,4212,,,,2016-02-08 01:00:05.963944
202685962,0352410,2013-08-22 08:10:00,,Worker's Leg Needs Amputation When Run over by Excavator,"CONSTRUCTION,INSTALLING,PIPELINE,EXCAVATION,EXCAVATOR,SLIP,FALL,RUN OVER,LEG,AMPUTATED",M,,,B,A,1623,,,,2016-02-08 01:00:05.963944
202568739,0452110,2012-06-11 10:00:00,,Employee Is Struck and Is Killed by Falling Equipment,"MAINTENANCE,LAWN MOWER,HYDRAULIC JACK,UNSECURED,UNSTABLE POSITION,FALLING OBJECT,STRUCK BY",,,,,,8211,X,,,2016-02-08 01:00:05.963944
202317913,0950653,2010-12-27 09:00:00,,Employee Fractures Wrist Jumping from Drill,"FRACTURE,WRIST,DRILL OPERATOR",D,1,40,A,B,1622,,,,2016-02-08 01:00:05.963944
202493813,0950621,2012-10-18 14:32:00,,Tree Climber Falls from Tree and Breaks Femur,"TREE,TREE FELLING,TREE TRIMMING,TREE PRUNER,FALL,FRACTURE,LEG",,,,,,0783,,,,2016-02-08 01:00:05.963944
200535714,0751910,2013-04-26 09:10:00,,Employee Amputates Finger Between Chain and Sprocket,"REPAIR,CHAIN,SPROCKET,AMPUTATED,FINGER",,,,,,0213,,,,2016-02-08 01:00:05.963944
201562725,0854910,2011-10-26 00:00:00,,Employee Is Killed When Head Is Struck by Pipe,"FALL,HEAD,STRUCK BY,OFF LOADING,TRUCK,UNSTABLE LOAD",Q,,,A,C,1521,X,,,2016-02-08 01:00:05.963944
202612701,0950612,2011-01-02 15:00:00,,Employee Receives Electrical Shock While Fixing Lightbulb,"REPAIR,LIGHTING FIXTURE,SHOCK",,,,,,5812,,,,2016-02-08 01:00:05.963944
201079530,0950632,2013-05-03 00:30:00,,Temporary Worker Sustains Chemical Burns to Foot,"CHEMICAL,CHEMICAL BURN,FOOT,UNTRAINED",,,,,,2833,,,,2016-02-08 01:00:05.963944
201024791,0950615,2013-05-15 14:08:00,,Worker Falls from Roof and Sustains Multiple Fractures,"CONSTRUCTION,ROOFER,ROOF,FALL,FALL PROTECTION,CLEANING,RIB,VERTEBRA,FRACTURE,SLIP",C,2,25,C,B,1761,,,,2016-02-08 01:00:05.963944
202494373,0215000,2011-09-20 08:00:00,,Worker Is Injured When Struck by Steel Plate,"CONSTRUCTION,DRILL RIG--NON-OIL,STEEL PLATE,CONCUSSION,HEAD,STRUCK BY",P,44,,F,A,1771,,,,2016-02-08 01:00:05.963944
201024692,0950615,2013-06-04 13:26:00,,Employee Is Bruised after Being Overtaken by a Sudden Pour O,"BACK,TANK,SPINDLE,SPILL",,,,,,2084,,,,2016-02-08 01:00:05.963944
202369336,1055340,2012-08-15 15:45:00,,Employee Is Killed in Single Motor Vehicle Accident,"MOTOR VEHICLE,LOST CONTROL,CHEST",,,,,,4212,X,,,2016-02-08 01:00:05.963944
202523742,0950624,2013-01-30 15:30:00,,Employee Fractures Foot in Fall from Roof,"FALL,FALL PROTECTION,FRACTURE,FOOT,WORK SURFACE,LOST BALANCE",B,2,,A,C,1521,,,,2016-02-08 01:00:05.963944
200536068,0751910,2013-09-30 12:15:00,,Worker Crushed Between Railing and Bridge Girder,"CRUSHED,STRUCK AGAINST,DRIVER,INDUSTRIAL TRUCK,BRIDGE,GIRDER,RAIL,CPR",J,,20,E,C,1622,,,,2016-02-08 01:00:05.963944
202614194,1054112,2011-12-23 06:00:00,,Worker Fractures Shoulder with Moving Bade on Garbage Truck,"TRASH COMPACTOR,GARBAGE TRUCK,FRACTURE,SHOULDER,ARM,LOCKOUT",,,,,,4212,,,,2016-02-08 01:00:05.963944
202634713,0950612,2011-08-18 01:30:00,,Mechanic's Finger Is Amputated by Machine,"FINGER,AMPUTATED,REPAIR,MAINTENANCE,MECHANIC",,,,,,0723,,,,2016-02-08 01:00:05.963944
202477576,0950636,2011-07-27 14:26:00,,Employee Is Injured When Grinding Wheel Fails,"GRINDER,GRINDING WHEEL,ROTATING PARTS,UNGUARDED,PPE,EYE,FACE,FLYING OBJECT,EQUIPMENT FAILURE,HAND",,,,,,3423,,,,2016-02-08 01:00:05.963944
202470894,0950643,2011-09-14 07:28:00,,Employee Suffers Multiple Fractures in Fall from Ladder,"FALL,FALL PROTECTION,LADDER,PAINTER,PELVIS,ARM,FRACTURE",C,1,18,A,B,1721,,,,2016-02-08 01:00:05.963944
201128360,0950613,2011-02-25 03:28:00,,Exposure to Chemicals,HYDROGEN SULFIDE,,,,,,3672,,,,2016-02-08 01:00:05.963944
202005534,0317000,2011-05-04 08:30:00,,"Employee Suffers Concussion, Later Dies","HEAD,CONCUSSION,FALL,WORK SURFACE",,,,,,8011,X,,,2016-02-08 01:00:05.963944
201129251,0950613,2012-07-24 11:00:00,,Employee Fractures His Pelvis in Fall from a Stepladder,"STEPLADDER,MANUAL MAT HANDLING,RAIN SPOUT,SLIP,FALL,FRACTURE,PELVIS",,,,,,7349,,,,2016-02-08 01:00:05.963944
201186723,0950611,2012-11-04 10:25:00,,Employee Receives Burns When Oil Drum Explodes,"ARC WELDING,WELDING,OIL DRUM,EXPLOSION,BURN",,,,,,9224,,,,2016-02-08 01:00:05.963944
202471975,0950643,2012-05-18 12:30:00,,Employee Falls from Tree; Injures Back and Buttocks,"FALL,TREE LIMB,TREE TRIMMING,BACK,BUTTOCKS,SAW,ROPE,LANYARD",,,,,,0782,,,,2016-02-08 01:00:05.963944
202477899,0950636,2011-10-19 10:00:00,,"Employee Hand Is Caught in Welder, Amputates Fingers","AMPUTATED,FINGER,HAND,TRIPPED,FALL,WELDER,LOCKOUT,FOOT CONTROL,GLOVE,POINT OF OPERATION",,,,,,3089,,,,2016-02-08 01:00:05.963944
202544250,0950641,2012-08-23 13:50:00,,Employee Fractures Right Femur in Floor Slip Incident,"FRACTURE,LEG,SLIPPERY SURFACE,SLIP",,,,,,9621,,,,2016-02-08 01:00:05.963944
201076569,0950632,2011-04-02 14:30:00,,Employee Is Injured in Fall from Roof,"FALL,ROOF,FRACTURE,CHIMNEY,RIB,LUNG,EXTENSION LADDER,LEG,LOST BALANCE,UNSECURED",,,,,,7342,,,,2016-02-08 01:00:05.963944
202477352,0950636,2011-03-21 07:52:00,,Employee Sustains Fracture and Amputates Fingers on Shaft,"PAINT,MIXER,MACHINE OPERATOR,CAUGHT BY,ROTATING SHAFT,AMPUTATED,FINGER,FRACTURE,WRIST,LOCKOUT",,,,,,3479,,,,2016-02-08 01:00:05.963944
201495736,0950625,2011-06-28 19:00:00,,Employee Crushes Fingertip in Valve Stem,"TANK TRUCK,MACHINE OPERATOR,VALVE,CAUGHT BY,NIP POINT,FINGER,CRUSHED,LEAK",,,,,,2033,,,,2016-02-08 01:00:05.963944
200556785,0625700,2011-12-14 15:00:00,,Employee Falls from Roof and Dies,"ROOF,FALL,FRACTURE,FALL PROTECTION,CHIMNEY",B,2,,A,C,1522,X,,,2016-02-08 01:00:05.963944
202587200,0950614,2011-12-12 13:00:00,,Employee Is Injured When Struck by Log,"STRUCK BY,CONCUSSION,MOUTH,FACE,HEAD,LOG,INEXPERIENCE,FLYING OBJECT,WORK RULES",,,,,,8422,,,,2016-02-08 01:00:05.963944
200813202,0627510,2011-05-20 11:30:00,,Employee Dies after Fall from Roof,"ROOFER,ROOF,FALL,FALL PROTECTION",C,1,25,B,E,1761,X,,,2016-02-08 01:00:05.963944
201510799,0950651,2012-08-23 03:10:00,,Employee Injured During Ground Support Installation,"FRACTURE,FOOT,FALLING OBJECT,BLOCKS,TUNNEL",M,1,15,F,A,1622,,,,2016-02-08 01:00:05.963944
202657185,0950643,2012-12-14 07:45:00,,"Worker Falls Down Stairs, Fractures Wrist and Ribs","FALL,STAIR,FRACTURE,WRIST,RIB",,,,,,8221,,,,2016-02-08 01:00:05.963944
202457081,0950642,2011-02-04 11:00:00,,Employee Fractures Arm and Leg in Fall Through Skylight,"FALL PROTECTION,FALL,SKYLIGHT,ROOFER,HOSE,CONCRETE,ARM,LEG,LOST BALANCE,FRACTURE",C,1,45,C,C,1761,,,,2016-02-08 01:00:05.963944
202508842,0950622,2011-09-14 16:20:00,,Employee Falls Through Skylight and Suffers Injuries,"CLEANING,SKYLIGHT,UNGUARDED,FALL,SHOULDER,BACK,HEAD",,,,,,2011,,,,2016-02-08 01:00:05.963944
202613543,1054112,2011-04-04 12:25:00,,Employee Amputates Fingers in Tipping Dump Box Incident,"INDUSTRIAL TRUCK,DUMPSTER,AMPUTATED,FINGER",C,2,,F,B,1541,,,,2016-02-08 01:00:05.963944
200981157,0855610,2011-08-03 15:00:00,,Employee Dies of Asphyxia in Confined Space,"TANK,REPAIR,CONFINED SPACE,ASPHYXIATED",,,,,,7033,X,,,2016-02-08 01:00:05.963944
201510971,0950651,2013-07-27 11:15:00,,Employee Crushes Fingertip Hooking Up Trailer,"TRAILER,ATTACHMENT HOOK,CAUGHT BETWEEN,ROCK,CRUSHED,FINGER",,,,,,1041,,,,2016-02-08 01:00:05.963944
202673497,0950633,2012-11-20 08:45:00,,Workers Finger Got Caught Between Two Concrete Blocks,"CONCRETE,CONCRETE BLOCK,FINGER,AMPUTATED,NIP POINT,TRENCH",,,,,,4931,,,,2016-02-08 01:00:05.963944
201497989,0950625,2013-06-29 15:15:00,,Employee Suffer Heat Stroke While Harvesting Cantaloups,"HARVESTER,HEAT,HEAT STROKE,UNCONSCIOUSNESS,DIZZINESS",,,,,,0161,,,,2016-02-08 01:00:05.963944
